kernel,C,degree,rmse
linear,0.0078125,3,0.5356320069917035
linear,0.0625,3,0.5163182908800602
rbf,0.0078125,3,0.6057545600655206
rbf,0.0625,3,0.6057545600655206
rbf,0.5,3,0.5861255614392793
rbf,4.0,3,0.5943399337947822
rbf,32.0,3,0.6070236889658231
